timestep,tpm,final_tpm,final_nopm
1,0,80089,34782
2,64392,80089,34782
3,88614,80089,34782
4,79548,80089,34782
5,78324,80089,34782
6,83364,80089,34782
7,68502,80089,34782
8,78702,80089,34782
9,80028,80089,34782
10,59172,80089,34782
11,54906,80089,34782
12,56568,80089,34782
13,78384,80089,34782
14,78504,80089,34782
15,81966,80089,34782
16,80754,80089,34782
17,82506,80089,34782
18,81180,80089,34782
19,81258,80089,34782
20,81120,80089,34782
21,81996,80089,34782
22,86592,80089,34782
23,84024,80089,34782
24,83430,80089,34782
25,77238,80089,34782
26,78750,80089,34782
27,83364,80089,34782
28,80418,80089,34782
29,58068,80089,34782
30,83580,80089,34782
31,80562,80089,34782
