timestep,tpm,final_tpm,final_nopm
1,0,80962,35269
2,67968,80962,35269
3,87390,80962,35269
4,80670,80962,35269
5,85932,80962,35269
6,83862,80962,35269
7,74586,80962,35269
8,79164,80962,35269
9,70212,80962,35269
10,76398,80962,35269
11,63906,80962,35269
12,74514,80962,35269
13,79200,80962,35269
14,79338,80962,35269
15,82092,80962,35269
16,69894,80962,35269
17,86022,80962,35269
18,82110,80962,35269
19,80964,80962,35269
20,84516,80962,35269
21,81246,80962,35269
22,77544,80962,35269
23,84180,80962,35269
24,79578,80962,35269
25,89484,80962,35269
26,81600,80962,35269
27,79716,80962,35269
28,75078,80962,35269
29,81486,80962,35269
30,82284,80962,35269
31,83586,80962,35269
