timestep,tpm,final_tpm,final_nopm
1,0,218186,94436
2,102468,218186,94436
3,223920,218186,94436
4,222120,218186,94436
5,227520,218186,94436
6,247854,218186,94436
7,253002,218186,94436
8,262146,218186,94436
9,279774,218186,94436
10,145740,218186,94436
11,191670,218186,94436
12,301164,218186,94436
13,187332,218186,94436
14,216684,218186,94436
15,200502,218186,94436
16,253734,218186,94436
17,282954,218186,94436
18,294078,218186,94436
19,132162,218186,94436
20,218928,218186,94436
21,184824,218186,94436
22,245358,218186,94436
23,120246,218186,94436
24,127758,218186,94436
25,146304,218186,94436
26,214752,218186,94436
27,269124,218186,94436
28,264210,218186,94436
29,250668,218186,94436
30,223746,218186,94436
31,289662,218186,94436
