timestep,tpm,final_tpm,final_nopm
1,0,346873,150807
2,150156,346873,150807
3,312780,346873,150807
4,372042,346873,150807
5,421086,346873,150807
6,512208,346873,150807
7,480810,346873,150807
8,268506,346873,150807
9,507498,346873,150807
10,400962,346873,150807
11,439212,346873,150807
12,415962,346873,150807
13,338856,346873,150807
14,390084,346873,150807
15,351348,346873,150807
16,312702,346873,150807
17,230778,346873,150807
18,370440,346873,150807
19,499458,346873,150807
20,362862,346873,150807
21,274566,346873,150807
22,319218,346873,150807
23,309912,346873,150807
24,418536,346873,150807
25,445224,346873,150807
26,331254,346873,150807
27,306498,346873,150807
28,433950,346873,150807
29,366384,346873,150807
30,242070,346873,150807
31,303156,346873,150807
