timestep,tpm,final_tpm,final_nopm
1,0,102991,44788
2,80484,102991,44788
3,118212,102991,44788
4,118590,102991,44788
5,120978,102991,44788
6,112350,102991,44788
7,86796,102991,44788
8,116904,102991,44788
9,113112,102991,44788
10,113730,102991,44788
11,111534,102991,44788
12,117048,102991,44788
13,111984,102991,44788
14,118884,102991,44788
15,116508,102991,44788
16,109032,102991,44788
17,116136,102991,44788
18,127926,102991,44788
19,112548,102991,44788
20,117222,102991,44788
21,118542,102991,44788
22,110382,102991,44788
23,101040,102991,44788
24,96252,102991,44788
25,85104,102991,44788
26,86682,102991,44788
27,82008,102991,44788
28,87300,102991,44788
29,89094,102991,44788
30,89694,102991,44788
31,90402,102991,44788
