timestep,tpm,final_tpm,final_nopm
1,0,285843,123992
2,105252,285843,123992
3,276258,285843,123992
4,204216,285843,123992
5,219792,285843,123992
6,343158,285843,123992
7,267570,285843,123992
8,303210,285843,123992
9,348840,285843,123992
10,319308,285843,123992
11,283626,285843,123992
12,265044,285843,123992
13,297282,285843,123992
14,234840,285843,123992
15,252060,285843,123992
16,245238,285843,123992
17,265848,285843,123992
18,264516,285843,123992
19,283020,285843,123992
20,286728,285843,123992
21,299238,285843,123992
22,316416,285843,123992
23,339882,285843,123992
24,359742,285843,123992
25,368700,285843,123992
26,311220,285843,123992
27,312762,285843,123992
28,201972,285843,123992
29,237636,285843,123992
30,316626,285843,123992
31,258294,285843,123992
