timestep,tpm,final_tpm,final_nopm
1,0,240045,104505
2,215304,240045,104505
3,330654,240045,104505
4,240984,240045,104505
5,271146,240045,104505
6,341706,240045,104505
7,269184,240045,104505
8,224508,240045,104505
9,200118,240045,104505
10,183150,240045,104505
11,276468,240045,104505
12,260136,240045,104505
13,228984,240045,104505
14,230406,240045,104505
15,231816,240045,104505
16,240996,240045,104505
17,264798,240045,104505
18,248484,240045,104505
19,231024,240045,104505
20,240780,240045,104505
21,275472,240045,104505
22,255000,240045,104505
23,221346,240045,104505
24,266016,240045,104505
25,229296,240045,104505
26,169368,240045,104505
27,248076,240045,104505
28,201198,240045,104505
29,239916,240045,104505
30,242850,240045,104505
31,288636,240045,104505
