timestep,tpm,final_tpm,final_nopm
1,0,293224,127317
2,116100,293224,127317
3,239868,293224,127317
4,252480,293224,127317
5,249228,293224,127317
6,318804,293224,127317
7,314688,293224,127317
8,287166,293224,127317
9,271824,293224,127317
10,254334,293224,127317
11,275778,293224,127317
12,297516,293224,127317
13,349404,293224,127317
14,346482,293224,127317
15,326154,293224,127317
16,250980,293224,127317
17,249564,293224,127317
18,307494,293224,127317
19,293814,293224,127317
20,320046,293224,127317
21,345390,293224,127317
22,286422,293224,127317
23,216222,293224,127317
24,296724,293224,127317
25,284214,293224,127317
26,312054,293224,127317
27,337260,293224,127317
28,298914,293224,127317
29,303432,293224,127317
30,226116,293224,127317
31,281292,293224,127317
32,283566,293224,127317
