timestep,tpm,final_tpm,final_nopm
1,0,327289,141984
2,112560,327289,141984
3,251874,327289,141984
4,268854,327289,141984
5,339042,327289,141984
6,328488,327289,141984
7,338598,327289,141984
8,277584,327289,141984
9,304596,327289,141984
10,293472,327289,141984
11,343746,327289,141984
12,298824,327289,141984
13,531876,327289,141984
14,434130,327289,141984
15,216354,327289,141984
16,306216,327289,141984
17,290304,327289,141984
18,332964,327289,141984
19,392160,327289,141984
20,330216,327289,141984
21,267258,327289,141984
22,279840,327289,141984
23,312108,327289,141984
24,323790,327289,141984
25,384414,327289,141984
26,324618,327289,141984
27,342708,327289,141984
28,277434,327289,141984
29,304830,327289,141984
30,335190,327289,141984
31,450168,327289,141984
