timestep,tpm,final_tpm,final_nopm
1,0,99249,42707
2,63906,99249,42707
3,101610,99249,42707
4,98868,99249,42707
5,106434,99249,42707
6,101724,99249,42707
7,95904,99249,42707
8,103848,99249,42707
9,111150,99249,42707
10,100458,99249,42707
11,102462,99249,42707
12,98610,99249,42707
13,92484,99249,42707
14,102120,99249,42707
15,98640,99249,42707
16,99102,99249,42707
17,113730,99249,42707
18,109902,99249,42707
19,98220,99249,42707
20,98712,99249,42707
21,100968,99249,42707
22,100206,99249,42707
23,97374,99249,42707
24,93054,99249,42707
25,96126,99249,42707
26,99804,99249,42707
27,97980,99249,42707
28,100608,99249,42707
29,91392,99249,42707
30,94962,99249,42707
31,95694,99249,42707
32,86742,99249,42707
33,102816,99249,42707
