timestep,tpm,final_tpm,final_nopm
1,0,97750,42138
2,70104,97750,42138
3,105492,97750,42138
4,95796,97750,42138
5,114678,97750,42138
6,105420,97750,42138
7,103266,97750,42138
8,106416,97750,42138
9,90198,97750,42138
10,92844,97750,42138
11,91032,97750,42138
12,108012,97750,42138
13,104874,97750,42138
14,94992,97750,42138
15,103992,97750,42138
16,97854,97750,42138
17,97866,97750,42138
18,98346,97750,42138
19,92748,97750,42138
20,107034,97750,42138
21,89394,97750,42138
22,93210,97750,42138
23,104502,97750,42138
24,88410,97750,42138
25,99438,97750,42138
26,101508,97750,42138
27,103524,97750,42138
28,94920,97750,42138
29,104640,97750,42138
30,92766,97750,42138
31,97878,97750,42138
32,104238,97750,42138
33,97290,97750,42138
