timestep,tpm,final_tpm,final_nopm
1,0,112120,48272
2,78276,112120,48272
3,112224,112120,48272
4,118716,112120,48272
5,110682,112120,48272
6,106224,112120,48272
7,114498,112120,48272
8,105930,112120,48272
9,118890,112120,48272
10,121896,112120,48272
11,118008,112120,48272
12,113124,112120,48272
13,110790,112120,48272
14,119172,112120,48272
15,118968,112120,48272
16,95094,112120,48272
17,115632,112120,48272
18,107508,112120,48272
19,110340,112120,48272
20,116472,112120,48272
21,116784,112120,48272
22,105012,112120,48272
23,94848,112120,48272
24,118548,112120,48272
25,121422,112120,48272
26,126024,112120,48272
27,107634,112120,48272
28,100728,112120,48272
29,119664,112120,48272
30,116034,112120,48272
31,109536,112120,48272
32,95934,112120,48272
