timestep,tpm,final_tpm,final_nopm
1,0,109749,47291
2,48852,109749,47291
3,114222,109749,47291
4,117990,109749,47291
5,103296,109749,47291
6,113208,109749,47291
7,107592,109749,47291
8,108096,109749,47291
9,118800,109749,47291
10,121944,109749,47291
11,116538,109749,47291
12,111750,109749,47291
13,113082,109749,47291
14,112410,109749,47291
15,108192,109749,47291
16,109716,109749,47291
17,111678,109749,47291
18,110796,109749,47291
19,106950,109749,47291
20,102810,109749,47291
21,112854,109749,47291
22,113190,109749,47291
23,112788,109749,47291
24,111096,109749,47291
25,114540,109749,47291
26,110928,109749,47291
27,101046,109749,47291
28,116040,109749,47291
29,112950,109749,47291
30,99402,109749,47291
31,110958,109749,47291
32,102702,109749,47291
