timestep,tpm,final_tpm,final_nopm
1,0,119122,51305
2,66216,119122,51305
3,77952,119122,51305
4,109104,119122,51305
5,122472,119122,51305
6,119184,119122,51305
7,116796,119122,51305
8,131676,119122,51305
9,128340,119122,51305
10,111402,119122,51305
11,117132,119122,51305
12,122856,119122,51305
13,103458,119122,51305
14,122496,119122,51305
15,123162,119122,51305
16,113346,119122,51305
17,121788,119122,51305
18,119862,119122,51305
19,111648,119122,51305
20,114102,119122,51305
21,127572,119122,51305
22,118062,119122,51305
23,109152,119122,51305
24,120210,119122,51305
25,118326,119122,51305
26,114936,119122,51305
27,123396,119122,51305
28,111018,119122,51305
29,126684,119122,51305
30,124902,119122,51305
31,125484,119122,51305
32,110040,119122,51305
