timestep,tpm,final_tpm,final_nopm
1,0,109961,47285
2,62190,109961,47285
3,114840,109961,47285
4,108090,109961,47285
5,116946,109961,47285
6,118908,109961,47285
7,113994,109961,47285
8,103344,109961,47285
9,112212,109961,47285
10,112362,109961,47285
11,103590,109961,47285
12,112572,109961,47285
13,114078,109961,47285
14,96492,109961,47285
15,104970,109961,47285
16,112926,109961,47285
17,105840,109961,47285
18,116484,109961,47285
19,106668,109961,47285
20,103380,109961,47285
21,114978,109961,47285
22,117828,109961,47285
23,101298,109961,47285
24,117156,109961,47285
25,106698,109961,47285
26,102402,109961,47285
27,116634,109961,47285
28,106014,109961,47285
29,102696,109961,47285
30,125730,109961,47285
31,124098,109961,47285
32,109770,109961,47285
