timestep,tpm,final_tpm,final_nopm
1,0,116947,50439
2,67368,116947,50439
3,123432,116947,50439
4,124710,116947,50439
5,112434,116947,50439
6,79956,116947,50439
7,99840,116947,50439
8,111696,116947,50439
9,118404,116947,50439
10,120018,116947,50439
11,116028,116947,50439
12,121614,116947,50439
13,117570,116947,50439
14,116184,116947,50439
15,112560,116947,50439
16,123288,116947,50439
17,121620,116947,50439
18,113106,116947,50439
19,114174,116947,50439
20,121170,116947,50439
21,111738,116947,50439
22,117246,116947,50439
23,122976,116947,50439
24,115650,116947,50439
25,114654,116947,50439
26,116532,116947,50439
27,109728,116947,50439
28,126456,116947,50439
29,124758,116947,50439
30,115848,116947,50439
31,110370,116947,50439
32,111474,116947,50439
