filename,test_id,test_name,final_tpm,final_nopm,num_timesteps,tpm_values
tpcc_vu50_wh20_mc500_bp2G_lb64_run3.log,4,Max CPU,118106,50874,32,"[0, 68592, 126336, 115938, 120426, 119700, 115140, 122754, 111354, 112842, 120282, 118638, 112248, 122040, 118794, 112686, 122430, 120264, 112644, 113952, 125412, 117288, 115746, 121650, 115782, 114864, 119304, 112272, 122514, 118686, 122088, 109632]"
tpcc_vu10_wh10_mc200_bp512M_lb16_run5.log,2,Medium,95129,40919,31,"[0, 53208, 72732, 89706, 92256, 84894, 94104, 83466, 85782, 89634, 91620, 83478, 88554, 84738, 86214, 92166, 98136, 100668, 95196, 91740, 99042, 93702, 101484, 94650, 97848, 94704, 99084, 97632, 96534, 96252, 97188]"
tpcc_vu10_wh10_mc200_bp512M_lb16_run4.log,2,Medium,94660,40545,31,"[0, 94248, 122028, 110616, 95184, 97008, 92172, 95586, 98994, 88206, 92700, 95094, 95148, 95430, 98580, 91284, 92166, 93612, 91908, 94764, 97008, 94746, 94278, 90378, 98316, 96750, 99486, 94206, 92304, 96576, 94134]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run2.log,4,Max CPU,117787,50892,32,"[0, 77238, 133812, 126840, 127086, 114612, 126750, 130482, 124938, 124866, 123576, 118512, 127164, 125400, 118350, 125028, 121674, 118728, 123930, 121998, 121980, 128268, 127290, 102060, 125808, 126294, 112236, 87030, 100830, 112788, 123702, 88230]"
tpcc_vu5_wh5_mc100_bp256M_lb8_run1.log,1,Small,103089,44320,31,"[0, 99864, 114738, 110664, 109434, 102582, 103566, 100902, 91746, 102300, 98508, 100194, 81516, 105384, 101142, 104166, 105516, 104736, 98472, 104484, 103602, 94416, 107016, 110304, 108828, 107064, 104112, 92790, 104592, 102894, 97890]"
tpcc_vu5_wh5_mc100_bp256M_lb8_run3.log,1,Small,99968,42978,31,"[0, 89652, 110418, 107136, 106482, 101274, 104928, 103734, 107556, 103626, 105492, 96276, 103086, 105216, 102084, 101286, 99948, 99168, 97416, 98340, 101394, 99444, 100128, 101454, 100146, 92412, 99774, 102150, 97584, 100152, 103518]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run1.log,4,Max CPU,120932,51913,32,"[0, 69840, 116166, 121026, 126552, 117588, 119016, 120756, 121392, 118566, 112290, 126198, 122670, 114408, 114030, 127716, 114072, 123042, 123048, 120156, 121158, 119232, 119544, 123474, 124164, 115398, 123576, 126390, 126150, 121056, 122244, 106344]"
tpcc_vu5_wh5_mc100_bp256M_lb8_run2.log,1,Small,102935,44311,31,"[0, 80724, 106752, 106062, 99666, 105402, 88050, 105798, 100662, 100752, 106974, 111540, 104220, 103584, 106608, 103104, 104196, 103668, 100116, 104172, 103092, 100374, 104016, 102528, 99732, 103692, 104052, 102456, 103680, 104016, 102090]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run5.log,4,Max CPU,106196,45737,32,"[0, 73128, 118878, 113514, 120570, 116184, 117540, 113502, 121512, 106656, 113358, 123360, 98718, 108810, 108660, 111168, 109608, 99660, 102744, 108810, 104760, 98880, 103602, 93972, 106596, 98262, 110718, 111078, 104472, 112842, 123018, 96060]"
tpcc_vu10_wh10_mc200_bp512M_lb16_run3.log,2,Medium,97273,41857,31,"[0, 105234, 122112, 95304, 97128, 93666, 99174, 98538, 97356, 98334, 94500, 91278, 105774, 98310, 95448, 97212, 99402, 97596, 95436, 100500, 99726, 97584, 96996, 98040, 100584, 94308, 99708, 98820, 98316, 90108, 94386]"
tpcc_vu10_wh10_mc200_bp512M_lb16_run2.log,2,Medium,109554,47108,31,"[0, 113034, 143898, 126096, 124008, 117882, 118902, 119088, 120966, 120498, 109716, 112038, 87552, 108036, 115746, 104274, 115302, 110010, 102930, 111618, 114954, 102882, 112800, 112200, 104058, 109956, 111870, 110700, 110706, 110418, 108738]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run4.log,4,Max CPU,116947,50439,32,"[0, 67368, 123432, 124710, 112434, 79956, 99840, 111696, 118404, 120018, 116028, 121614, 117570, 116184, 112560, 123288, 121620, 113106, 114174, 121170, 111738, 117246, 122976, 115650, 114654, 116532, 109728, 126456, 124758, 115848, 110370, 111474]"
