timestep,tpm,final_tpm,final_nopm
1,0,107792,46301
2,54078,107792,46301
3,106830,107792,46301
4,108780,107792,46301
5,110724,107792,46301
6,110220,107792,46301
7,108612,107792,46301
8,107316,107792,46301
9,108630,107792,46301
10,102558,107792,46301
11,97716,107792,46301
12,112998,107792,46301
13,110376,107792,46301
14,104838,107792,46301
15,109482,107792,46301
16,109314,107792,46301
17,104322,107792,46301
18,109950,107792,46301
19,110682,107792,46301
20,106098,107792,46301
21,104730,107792,46301
22,106266,107792,46301
23,108528,107792,46301
24,111594,107792,46301
25,110850,107792,46301
26,108858,107792,46301
27,104196,107792,46301
28,106710,107792,46301
29,107646,107792,46301
30,108354,107792,46301
31,110748,107792,46301
32,104088,107792,46301
33,102648,107792,46301
