timestep,tpm,final_tpm,final_nopm
1,0,105091,45155
2,80562,105091,45155
3,134748,105091,45155
4,116646,105091,45155
5,107082,105091,45155
6,99996,105091,45155
7,104568,105091,45155
8,105198,105091,45155
9,97632,105091,45155
10,102372,105091,45155
11,100308,105091,45155
12,103866,105091,45155
13,103536,105091,45155
14,103860,105091,45155
15,101718,105091,45155
16,106752,105091,45155
17,102954,105091,45155
18,103128,105091,45155
19,105942,105091,45155
20,102702,105091,45155
21,103332,105091,45155
22,99936,105091,45155
23,104598,105091,45155
24,98502,105091,45155
25,93852,105091,45155
26,99078,105091,45155
27,101934,105091,45155
28,129612,105091,45155
29,135168,105091,45155
30,102096,105091,45155
31,99690,105091,45155
