timestep,tpm,final_tpm,final_nopm
1,0,111818,48083
2,106236,111818,48083
3,116628,111818,48083
4,107352,111818,48083
5,105414,111818,48083
6,117294,111818,48083
7,111564,111818,48083
8,107400,111818,48083
9,111804,111818,48083
10,110892,111818,48083
11,108318,111818,48083
12,115398,111818,48083
13,113082,111818,48083
14,108978,111818,48083
15,108174,111818,48083
16,111432,111818,48083
17,126456,111818,48083
18,130410,111818,48083
19,118788,111818,48083
20,107718,111818,48083
21,112236,111818,48083
22,111726,111818,48083
23,113616,111818,48083
24,110088,111818,48083
25,109260,111818,48083
26,109740,111818,48083
27,115656,111818,48083
28,111750,111818,48083
29,100362,111818,48083
30,101562,111818,48083
31,107436,111818,48083
