timestep,tpm,final_tpm,final_nopm
1,0,117787,50892
2,77238,117787,50892
3,133812,117787,50892
4,126840,117787,50892
5,127086,117787,50892
6,114612,117787,50892
7,126750,117787,50892
8,130482,117787,50892
9,124938,117787,50892
10,124866,117787,50892
11,123576,117787,50892
12,118512,117787,50892
13,127164,117787,50892
14,125400,117787,50892
15,118350,117787,50892
16,125028,117787,50892
17,121674,117787,50892
18,118728,117787,50892
19,123930,117787,50892
20,121998,117787,50892
21,121980,117787,50892
22,128268,117787,50892
23,127290,117787,50892
24,102060,117787,50892
25,125808,117787,50892
26,126294,117787,50892
27,112236,117787,50892
28,87030,117787,50892
29,100830,117787,50892
30,112788,117787,50892
31,123702,117787,50892
32,88230,117787,50892
