timestep,tpm,final_tpm,final_nopm
1,0,120932,51913
2,69840,120932,51913
3,116166,120932,51913
4,121026,120932,51913
5,126552,120932,51913
6,117588,120932,51913
7,119016,120932,51913
8,120756,120932,51913
9,121392,120932,51913
10,118566,120932,51913
11,112290,120932,51913
12,126198,120932,51913
13,122670,120932,51913
14,114408,120932,51913
15,114030,120932,51913
16,127716,120932,51913
17,114072,120932,51913
18,123042,120932,51913
19,123048,120932,51913
20,120156,120932,51913
21,121158,120932,51913
22,119232,120932,51913
23,119544,120932,51913
24,123474,120932,51913
25,124164,120932,51913
26,115398,120932,51913
27,123576,120932,51913
28,126390,120932,51913
29,126150,120932,51913
30,121056,120932,51913
31,122244,120932,51913
32,106344,120932,51913
