timestep,tpm,final_tpm,final_nopm
1,0,86051,36938
2,101118,86051,36938
3,114192,86051,36938
4,87996,86051,36938
5,98382,86051,36938
6,94464,86051,36938
7,91080,86051,36938
8,95190,86051,36938
9,83292,86051,36938
10,88698,86051,36938
11,82872,86051,36938
12,87018,86051,36938
13,98280,86051,36938
14,85296,86051,36938
15,79536,86051,36938
16,89970,86051,36938
17,90144,86051,36938
18,79770,86051,36938
19,79896,86051,36938
20,82554,86051,36938
21,83982,86051,36938
22,89472,86051,36938
23,81492,86051,36938
24,95082,86051,36938
25,93060,86051,36938
26,85992,86051,36938
27,87402,86051,36938
28,84942,86051,36938
29,83094,86051,36938
30,88962,86051,36938
31,90588,86051,36938
