timestep,tpm,final_tpm,final_nopm
1,0,97929,42278
2,97668,97929,42278
3,107418,97929,42278
4,105582,97929,42278
5,104262,97929,42278
6,103062,97929,42278
7,104964,97929,42278
8,105540,97929,42278
9,107268,97929,42278
10,90828,97929,42278
11,100824,97929,42278
12,99276,97929,42278
13,99060,97929,42278
14,101370,97929,42278
15,99960,97929,42278
16,97512,97929,42278
17,102414,97929,42278
18,99216,97929,42278
19,97944,97929,42278
20,95814,97929,42278
21,100722,97929,42278
22,90294,97929,42278
23,98382,97929,42278
24,96060,97929,42278
25,98586,97929,42278
26,96072,97929,42278
27,99432,97929,42278
28,99000,97929,42278
29,99054,97929,42278
30,94374,97929,42278
31,98052,97929,42278
