timestep,tpm,final_tpm,final_nopm
1,0,106000,45648
2,65682,106000,45648
3,97752,106000,45648
4,112200,106000,45648
5,113562,106000,45648
6,109902,106000,45648
7,105186,106000,45648
8,109398,106000,45648
9,103008,106000,45648
10,105450,106000,45648
11,106284,106000,45648
12,104952,106000,45648
13,100800,106000,45648
14,105930,106000,45648
15,105588,106000,45648
16,101682,106000,45648
17,107214,106000,45648
18,98280,106000,45648
19,110538,106000,45648
20,115842,106000,45648
21,112782,106000,45648
22,105390,106000,45648
23,106140,106000,45648
24,107892,106000,45648
25,100278,106000,45648
26,107310,106000,45648
27,103128,106000,45648
28,110592,106000,45648
29,106218,106000,45648
30,105462,106000,45648
31,101040,106000,45648
32,101010,106000,45648
33,104226,106000,45648
