timestep,tpm,final_tpm,final_nopm
1,0,84731,36567
2,88980,84731,36567
3,100356,84731,36567
4,94890,84731,36567
5,94182,84731,36567
6,93954,84731,36567
7,86754,84731,36567
8,94128,84731,36567
9,93030,84731,36567
10,92004,84731,36567
11,65094,84731,36567
12,87180,84731,36567
13,86976,84731,36567
14,93864,84731,36567
15,93312,84731,36567
16,66108,84731,36567
17,92964,84731,36567
18,84330,84731,36567
19,82518,84731,36567
20,78612,84731,36567
21,85086,84731,36567
22,85032,84731,36567
23,90738,84731,36567
24,87996,84731,36567
25,81204,84731,36567
26,85602,84731,36567
27,89814,84731,36567
28,85542,84731,36567
29,87456,84731,36567
30,89034,84731,36567
31,67236,84731,36567
