timestep,tpm,final_tpm,final_nopm
1,0,105483,45413
2,66792,105483,45413
3,119268,105483,45413
4,109626,105483,45413
5,108936,105483,45413
6,111408,105483,45413
7,105384,105483,45413
8,107550,105483,45413
9,106842,105483,45413
10,104808,105483,45413
11,98814,105483,45413
12,109086,105483,45413
13,104994,105483,45413
14,108030,105483,45413
15,105906,105483,45413
16,103896,105483,45413
17,102432,105483,45413
18,108834,105483,45413
19,104202,105483,45413
20,109062,105483,45413
21,106818,105483,45413
22,101862,105483,45413
23,106434,105483,45413
24,108696,105483,45413
25,91230,105483,45413
26,107868,105483,45413
27,111240,105483,45413
28,103194,105483,45413
29,103104,105483,45413
30,110400,105483,45413
31,108096,105483,45413
32,109320,105483,45413
33,99252,105483,45413
