timestep,tpm,final_tpm,final_nopm
1,0,18837,8062
2,17922,18837,8062
3,21444,18837,8062
4,18588,18837,8062
5,20028,18837,8062
6,19224,18837,8062
7,18054,18837,8062
8,20622,18837,8062
9,18600,18837,8062
10,18522,18837,8062
11,19176,18837,8062
12,20904,18837,8062
13,17964,18837,8062
14,19260,18837,8062
15,20130,18837,8062
16,18012,18837,8062
17,17514,18837,8062
18,19116,18837,8062
19,20994,18837,8062
20,17736,18837,8062
21,19866,18837,8062
22,16740,18837,8062
23,19620,18837,8062
24,20514,18837,8062
25,18024,18837,8062
26,18510,18837,8062
27,17526,18837,8062
28,20946,18837,8062
29,18588,18837,8062
30,17142,18837,8062
31,20490,18837,8062
