timestep,tpm,final_tpm,final_nopm
1,0,40284,17387
2,39864,40284,17387
3,22590,40284,17387
4,43344,40284,17387
5,26970,40284,17387
6,36108,40284,17387
7,36204,40284,17387
8,57468,40284,17387
9,32286,40284,17387
10,47784,40284,17387
11,40248,40284,17387
12,36444,40284,17387
13,47442,40284,17387
14,23838,40284,17387
15,58728,40284,17387
16,25938,40284,17387
17,54960,40284,17387
18,20280,40284,17387
19,53034,40284,17387
20,40212,40284,17387
21,32352,40284,17387
22,55362,40284,17387
23,26964,40284,17387
24,51816,40284,17387
25,26094,40284,17387
26,51390,40284,17387
27,26100,40284,17387
28,44238,40284,17387
29,18492,40284,17387
30,32262,40284,17387
31,36468,40284,17387
32,16344,40284,17387
33,36732,40284,17387
34,35784,40284,17387
35,54276,40284,17387
36,35514,40284,17387
37,38454,40284,17387
38,47586,40284,17387
39,28278,40284,17387
40,52566,40284,17387
41,32856,40284,17387
42,45102,40284,17387
43,40368,40284,17387
44,36900,40284,17387
45,56310,40284,17387
46,24876,40284,17387
47,54870,40284,17387
48,27054,40284,17387
49,49740,40284,17387
50,33870,40284,17387
51,36684,40284,17387
52,49500,40284,17387
53,27804,40284,17387
54,54978,40284,17387
55,28656,40284,17387
56,48858,40284,17387
57,23088,40284,17387
58,54672,40284,17387
59,45312,40284,17387
60,32148,40284,17387
61,52260,40284,17387
62,31116,40284,17387
