timestep,tpm,final_tpm,final_nopm
1,0,77704,33418
2,82266,77704,33418
3,71232,77704,33418
4,71754,77704,33418
5,90750,77704,33418
6,82578,77704,33418
7,83088,77704,33418
8,76866,77704,33418
9,77142,77704,33418
10,81792,77704,33418
11,81816,77704,33418
12,73146,77704,33418
13,76674,77704,33418
14,78672,77704,33418
15,73134,77704,33418
16,79734,77704,33418
17,78840,77704,33418
18,85266,77704,33418
19,72570,77704,33418
20,71964,77704,33418
21,70416,77704,33418
22,88014,77704,33418
23,79296,77704,33418
24,83334,77704,33418
25,82968,77704,33418
26,70494,77704,33418
27,83334,77704,33418
28,61878,77704,33418
29,89016,77704,33418
30,79218,77704,33418
31,74442,77704,33418
