timestep,tpm,final_tpm,final_nopm
1,0,85699,37758
2,89904,85699,37758
3,140760,85699,37758
4,94320,85699,37758
5,90018,85699,37758
6,85896,85699,37758
7,93642,85699,37758
8,85386,85699,37758
9,93864,85699,37758
10,86046,85699,37758
11,84198,85699,37758
12,91398,85699,37758
13,88608,85699,37758
14,82374,85699,37758
15,92058,85699,37758
16,90030,85699,37758
17,89748,85699,37758
18,82926,85699,37758
19,90084,85699,37758
20,89304,85699,37758
21,87798,85699,37758
22,91590,85699,37758
23,84660,85699,37758
24,85218,85699,37758
25,86196,85699,37758
26,77250,85699,37758
27,71184,85699,37758
28,80400,85699,37758
29,87834,85699,37758
30,87240,85699,37758
31,78054,85699,37758
32,79908,85699,37758
33,13554,85699,37758
34,0,85699,37758
