timestep,tpm,final_tpm,final_nopm
1,0,77740,34315
2,89988,77740,34315
3,134124,77740,34315
4,98436,77740,34315
5,88578,77740,34315
6,85440,77740,34315
7,78810,77740,34315
8,96744,77740,34315
9,84648,77740,34315
10,85194,77740,34315
11,79854,77740,34315
12,80520,77740,34315
13,77958,77740,34315
14,82326,77740,34315
15,86502,77740,34315
16,71082,77740,34315
17,87066,77740,34315
18,71412,77740,34315
19,82518,77740,34315
20,75066,77740,34315
21,80616,77740,34315
22,78864,77740,34315
23,66438,77740,34315
24,75804,77740,34315
25,67998,77740,34315
26,78198,77740,34315
27,80580,77740,34315
28,80136,77740,34315
29,67974,77740,34315
30,75012,77740,34315
31,72552,77740,34315
32,79044,77740,34315
33,50244,77740,34315
34,0,77740,34315
