timestep,tpm,final_tpm,final_nopm
1,0,46587,19995
2,42456,46587,19995
3,58044,46587,19995
4,55926,46587,19995
5,43992,46587,19995
6,45996,46587,19995
7,60528,46587,19995
8,47190,46587,19995
9,44196,46587,19995
10,61098,46587,19995
11,43878,46587,19995
12,32304,46587,19995
13,58002,46587,19995
14,41304,46587,19995
15,42996,46587,19995
16,52392,46587,19995
17,62562,46587,19995
18,39576,46587,19995
19,43428,46587,19995
20,54738,46587,19995
21,44142,46587,19995
22,37434,46587,19995
23,55758,46587,19995
24,50808,46587,19995
25,39228,46587,19995
26,46626,46587,19995
27,50052,46587,19995
28,30834,46587,19995
29,54036,46587,19995
30,49332,46587,19995
31,29250,46587,19995
32,35982,46587,19995
33,37836,46587,19995
34,49212,46587,19995
35,56034,46587,19995
36,41292,46587,19995
37,47640,46587,19995
38,62760,46587,19995
39,40284,46587,19995
40,45348,46587,19995
41,57420,46587,19995
42,52668,46587,19995
43,33000,46587,19995
44,49836,46587,19995
45,52734,46587,19995
46,44814,46587,19995
47,39780,46587,19995
48,60690,46587,19995
49,39336,46587,19995
50,43470,46587,19995
51,57876,46587,19995
52,42300,46587,19995
53,40434,46587,19995
54,54186,46587,19995
55,51336,46587,19995
56,40992,46587,19995
57,49908,46587,19995
58,51786,46587,19995
59,32328,46587,19995
60,57306,46587,19995
61,33618,46587,19995
