timestep,tpm,final_tpm,final_nopm
1,0,72417,32038
2,83370,72417,32038
3,82164,72417,32038
4,83112,72417,32038
5,83154,72417,32038
6,88902,72417,32038
7,81510,72417,32038
8,83136,72417,32038
9,73734,72417,32038
10,74838,72417,32038
11,74382,72417,32038
12,74400,72417,32038
13,70176,72417,32038
14,70158,72417,32038
15,85002,72417,32038
16,86364,72417,32038
17,83346,72417,32038
18,69996,72417,32038
19,75210,72417,32038
20,71976,72417,32038
21,83076,72417,32038
22,63354,72417,32038
23,82656,72417,32038
24,77700,72417,32038
25,78660,72417,32038
26,81180,72417,32038
27,71148,72417,32038
28,78876,72417,32038
29,86196,72417,32038
30,74238,72417,32038
31,71190,72417,32038
32,60246,72417,32038
33,44028,72417,32038
34,81672,72417,32038
35,71844,72417,32038
36,75684,72417,32038
37,71952,72417,32038
38,83820,72417,32038
39,64182,72417,32038
40,77172,72417,32038
41,71766,72417,32038
42,75690,72417,32038
43,80964,72417,32038
44,77412,72417,32038
45,73146,72417,32038
46,67302,72417,32038
47,82872,72417,32038
48,64446,72417,32038
49,73914,72417,32038
50,79746,72417,32038
51,63282,72417,32038
52,76380,72417,32038
53,62580,72417,32038
54,80310,72417,32038
55,65856,72417,32038
56,65346,72417,32038
57,67176,72417,32038
58,80526,72417,32038
59,61806,72417,32038
60,81912,72417,32038
61,72312,72417,32038
62,76200,72417,32038
63,74394,72417,32038
64,77100,72417,32038
