timestep,tpm,final_tpm,final_nopm
1,0,88494,38936
2,95106,88494,38936
3,140238,88494,38936
4,92394,88494,38936
5,94824,88494,38936
6,97476,88494,38936
7,96186,88494,38936
8,80724,88494,38936
9,66060,88494,38936
10,91116,88494,38936
11,94470,88494,38936
12,83892,88494,38936
13,91218,88494,38936
14,85722,88494,38936
15,88518,88494,38936
16,86160,88494,38936
17,92352,88494,38936
18,92400,88494,38936
19,88092,88494,38936
20,86040,88494,38936
21,93372,88494,38936
22,90612,88494,38936
23,80898,88494,38936
24,84624,88494,38936
25,97908,88494,38936
26,85356,88494,38936
27,82764,88494,38936
28,82164,88494,38936
29,89568,88494,38936
30,89106,88494,38936
31,79872,88494,38936
32,88968,88494,38936
33,48552,88494,38936
34,0,88494,38936
