timestep,tpm,final_tpm,final_nopm
1,0,85987,37798
2,107208,85987,37798
3,115356,85987,37798
4,92148,85987,37798
5,86646,85987,37798
6,81270,85987,37798
7,82896,85987,37798
8,88122,85987,37798
9,74220,85987,37798
10,86808,85987,37798
11,80646,85987,37798
12,89628,85987,37798
13,88446,85987,37798
14,82866,85987,37798
15,91308,85987,37798
16,76212,85987,37798
17,83298,85987,37798
18,85524,85987,37798
19,88938,85987,37798
20,82668,85987,37798
21,83910,85987,37798
22,74514,85987,37798
23,90450,85987,37798
24,89412,85987,37798
25,91644,85987,37798
26,78900,85987,37798
27,88356,85987,37798
28,85728,85987,37798
29,83856,85987,37798
30,90576,85987,37798
31,92664,85987,37798
32,83346,85987,37798
33,37824,85987,37798
34,0,85987,37798
