timestep,tpm,final_tpm,final_nopm
1,0,26745,11534
2,26952,26745,11534
3,27822,26745,11534
4,27462,26745,11534
5,29622,26745,11534
6,26082,26745,11534
7,26274,26745,11534
8,31002,26745,11534
9,26562,26745,11534
10,30060,26745,11534
11,25878,26745,11534
12,23166,26745,11534
13,28230,26745,11534
14,26598,26745,11534
15,26406,26745,11534
16,28158,26745,11534
17,30318,26745,11534
18,25062,26745,11534
19,26424,26745,11534
20,29730,26745,11534
21,28818,26745,11534
22,30234,26745,11534
23,24078,26745,11534
24,27378,26745,11534
25,29418,26745,11534
26,28416,26745,11534
27,26742,26745,11534
28,27942,26745,11534
29,27912,26745,11534
30,29826,26745,11534
31,22938,26745,11534
32,20598,26745,11534
33,31356,26745,11534
34,29202,26745,11534
35,29790,26745,11534
36,27384,26745,11534
37,22410,26745,11534
38,25782,26745,11534
39,25158,26745,11534
40,27012,26745,11534
41,31188,26745,11534
42,28662,26745,11534
43,23472,26745,11534
44,26172,26745,11534
45,26322,26745,11534
46,23868,26745,11534
47,29838,26745,11534
48,28794,26745,11534
49,24876,26745,11534
50,27696,26745,11534
51,25428,26745,11534
52,25920,26745,11534
53,27618,26745,11534
54,26748,26745,11534
55,25224,26745,11534
56,28980,26745,11534
57,25962,26745,11534
58,28086,26745,11534
59,27300,26745,11534
60,27366,26745,11534
61,29118,26745,11534
