timestep,tpm,final_tpm,final_nopm
1,0,24461,10463
2,22176,24461,10463
3,27954,24461,10463
4,25908,24461,10463
5,25512,24461,10463
6,29244,24461,10463
7,26454,24461,10463
8,23664,24461,10463
9,28872,24461,10463
10,24498,24461,10463
11,21966,24461,10463
12,29628,24461,10463
13,23034,24461,10463
14,28494,24461,10463
15,23910,24461,10463
16,23106,24461,10463
17,24720,24461,10463
18,24150,24461,10463
19,26940,24461,10463
20,23268,24461,10463
21,28140,24461,10463
22,22578,24461,10463
23,22362,24461,10463
24,25020,24461,10463
25,28344,24461,10463
26,28218,24461,10463
27,26856,24461,10463
28,25896,24461,10463
29,25038,24461,10463
30,22476,24461,10463
31,26604,24461,10463
32,16938,24461,10463
33,27198,24461,10463
34,20994,24461,10463
35,28338,24461,10463
36,25176,24461,10463
37,27180,24461,10463
38,23748,24461,10463
39,24720,24461,10463
40,25140,24461,10463
41,24108,24461,10463
42,26784,24461,10463
43,23664,24461,10463
44,22962,24461,10463
45,18222,24461,10463
46,18696,24461,10463
47,17820,24461,10463
48,23028,24461,10463
49,25812,24461,10463
50,26982,24461,10463
51,24372,24461,10463
52,27462,24461,10463
53,26922,24461,10463
54,26214,24461,10463
55,27552,24461,10463
56,26430,24461,10463
57,20880,24461,10463
58,27432,24461,10463
59,27828,24461,10463
60,24702,24461,10463
61,29154,24461,10463
