timestep,tpm,final_tpm,final_nopm
1,0,26661,11673
2,16194,26661,11673
3,26064,26661,11673
4,26916,26661,11673
5,30816,26661,11673
6,32886,26661,11673
7,29076,26661,11673
8,31932,26661,11673
9,23052,26661,11673
10,25962,26661,11673
11,22536,26661,11673
12,28824,26661,11673
13,30828,26661,11673
14,23058,26661,11673
15,34566,26661,11673
16,26562,26661,11673
17,28740,26661,11673
18,25716,26661,11673
19,27144,26661,11673
20,24852,26661,11673
21,23826,26661,11673
22,28770,26661,11673
23,28980,26661,11673
24,25674,26661,11673
25,21708,26661,11673
26,27432,26661,11673
27,30630,26661,11673
28,24498,26661,11673
29,27036,26661,11673
30,28320,26661,11673
31,25230,26661,11673
32,23994,26661,11673
33,10404,26661,11673
34,31134,26661,11673
35,27834,26661,11673
36,21324,26661,11673
37,28086,26661,11673
38,22470,26661,11673
39,34746,26661,11673
40,22638,26661,11673
41,28224,26661,11673
42,24516,26661,11673
43,31572,26661,11673
44,29544,26661,11673
45,18018,26661,11673
46,31302,26661,11673
47,28314,26661,11673
48,27096,26661,11673
49,27030,26661,11673
50,27792,26661,11673
51,22770,26661,11673
52,28008,26661,11673
53,32412,26661,11673
54,28344,26661,11673
55,25866,26661,11673
56,26610,26661,11673
57,30408,26661,11673
58,25980,26661,11673
59,23604,26661,11673
60,30420,26661,11673
61,18546,26661,11673
62,30288,26661,11673
63,25104,26661,11673
