timestep,tpm,final_tpm,final_nopm
1,0,41125,18070
2,37686,41125,18070
3,30840,41125,18070
4,30102,41125,18070
5,31992,41125,18070
6,23310,41125,18070
7,23472,41125,18070
8,28800,41125,18070
9,27792,41125,18070
10,35928,41125,18070
11,38592,41125,18070
12,41640,41125,18070
13,43602,41125,18070
14,46920,41125,18070
15,43872,41125,18070
16,50178,41125,18070
17,56118,41125,18070
18,44304,41125,18070
19,41436,41125,18070
20,52842,41125,18070
21,50844,41125,18070
22,59550,41125,18070
23,60864,41125,18070
24,65112,41125,18070
25,61416,41125,18070
26,68034,41125,18070
27,72078,41125,18070
28,73848,41125,18070
29,74100,41125,18070
30,53022,41125,18070
31,72132,41125,18070
32,75186,41125,18070
33,66834,41125,18070
34,55536,41125,18070
35,56484,41125,18070
36,62400,41125,18070
37,63306,41125,18070
38,59994,41125,18070
39,68046,41125,18070
40,66480,41125,18070
41,61572,41125,18070
42,51588,41125,18070
43,64920,41125,18070
44,55434,41125,18070
45,46692,41125,18070
46,51642,41125,18070
47,38976,41125,18070
48,42108,41125,18070
49,59610,41125,18070
50,52332,41125,18070
51,64722,41125,18070
52,62154,41125,18070
53,52596,41125,18070
54,67008,41125,18070
55,58506,41125,18070
56,61764,41125,18070
57,64932,41125,18070
58,66252,41125,18070
59,65220,41125,18070
60,54768,41125,18070
61,64812,41125,18070
62,62790,41125,18070
63,64368,41125,18070
64,64740,41125,18070
65,53712,41125,18070
66,42408,41125,18070
67,36498,41125,18070
68,30084,41125,18070
69,29346,41125,18070
70,31980,41125,18070
71,22326,41125,18070
72,23214,41125,18070
73,28566,41125,18070
74,25956,41125,18070
75,35850,41125,18070
76,39276,41125,18070
77,41640,41125,18070
78,40458,41125,18070
79,48714,41125,18070
80,43956,41125,18070
81,48762,41125,18070
82,57690,41125,18070
83,45462,41125,18070
84,40788,41125,18070
85,49932,41125,18070
86,50496,41125,18070
87,58350,41125,18070
88,59526,41125,18070
89,67890,41125,18070
