timestep,tpm,final_tpm,final_nopm
1,0,39146,17420
2,59712,39146,17420
3,39462,39146,17420
4,35778,39146,17420
5,49194,39146,17420
6,42534,39146,17420
7,31206,39146,17420
8,36312,39146,17420
9,38070,39146,17420
10,30354,39146,17420
11,44178,39146,17420
12,37338,39146,17420
13,37608,39146,17420
14,36450,39146,17420
15,39372,39146,17420
16,42498,39146,17420
17,43446,39146,17420
18,23370,39146,17420
19,39714,39146,17420
20,34722,39146,17420
21,37380,39146,17420
22,40326,39146,17420
23,38538,39146,17420
24,38526,39146,17420
25,41274,39146,17420
26,38046,39146,17420
27,49746,39146,17420
28,43224,39146,17420
29,32118,39146,17420
30,33762,39146,17420
31,38244,39146,17420
32,30858,39146,17420
33,28170,39146,17420
34,44760,39146,17420
35,39912,39146,17420
36,34380,39146,17420
37,36774,39146,17420
38,37518,39146,17420
39,31104,39146,17420
40,29262,39146,17420
41,39600,39146,17420
42,51954,39146,17420
43,48768,39146,17420
44,46938,39146,17420
45,30972,39146,17420
46,46950,39146,17420
47,38340,39146,17420
48,48960,39146,17420
49,39006,39146,17420
50,48408,39146,17420
51,39420,39146,17420
52,62238,39146,17420
53,54354,39146,17420
54,30138,39146,17420
55,55086,39146,17420
56,54708,39146,17420
57,49164,39146,17420
58,50334,39146,17420
59,43902,39146,17420
60,35274,39146,17420
61,27048,39146,17420
62,31608,39146,17420
63,33294,39146,17420
64,41802,39146,17420
65,26454,39146,17420
66,27564,39146,17420
67,39072,39146,17420
68,36042,39146,17420
69,32262,39146,17420
70,39750,39146,17420
71,41442,39146,17420
72,41910,39146,17420
73,42288,39146,17420
74,27846,39146,17420
75,38628,39146,17420
76,35526,39146,17420
77,35286,39146,17420
78,39816,39146,17420
