timestep,tpm,final_tpm,final_nopm
1,0,30119,12953
2,41364,30119,12953
3,37242,30119,12953
4,40116,30119,12953
5,46038,30119,12953
6,19134,30119,12953
7,63462,30119,12953
8,33024,30119,12953
9,41430,30119,12953
10,47202,30119,12953
11,28644,30119,12953
12,56388,30119,12953
13,31830,30119,12953
14,44826,30119,12953
15,34404,30119,12953
16,38892,30119,12953
17,51342,30119,12953
18,27030,30119,12953
19,49548,30119,12953
20,28230,30119,12953
21,47166,30119,12953
22,23148,30119,12953
23,36774,30119,12953
24,34506,30119,12953
25,47376,30119,12953
26,28812,30119,12953
27,50652,30119,12953
28,29202,30119,12953
29,56274,30119,12953
30,29658,30119,12953
31,50082,30119,12953
32,18912,30119,12953
33,50886,30119,12953
34,17622,30119,12953
35,54822,30119,12953
36,28482,30119,12953
37,49482,30119,12953
38,31140,30119,12953
39,41970,30119,12953
40,45174,30119,12953
41,28602,30119,12953
42,48006,30119,12953
43,27294,30119,12953
44,46578,30119,12953
45,28302,30119,12953
46,54858,30119,12953
47,23736,30119,12953
48,48222,30119,12953
49,28230,30119,12953
50,30486,30119,12953
51,29070,30119,12953
52,22560,30119,12953
53,33168,30119,12953
54,22512,30119,12953
55,23946,30119,12953
56,39462,30119,12953
57,16446,30119,12953
58,39942,30119,12953
59,27972,30119,12953
60,21294,30119,12953
61,37470,30119,12953
62,18966,30119,12953
