timestep,tpm,final_tpm,final_nopm
1,0,18512,8040
2,22752,18512,8040
3,18510,18512,8040
4,19134,18512,8040
5,19992,18512,8040
6,19524,18512,8040
7,19206,18512,8040
8,17988,18512,8040
9,18936,18512,8040
10,18246,18512,8040
11,20460,18512,8040
12,16494,18512,8040
13,21048,18512,8040
14,16638,18512,8040
15,19464,18512,8040
16,18432,18512,8040
17,18354,18512,8040
18,18912,18512,8040
19,19374,18512,8040
20,17010,18512,8040
21,21228,18512,8040
22,18318,18512,8040
23,16752,18512,8040
24,19368,18512,8040
25,19272,18512,8040
26,18630,18512,8040
27,18366,18512,8040
28,18558,18512,8040
29,18072,18512,8040
30,18408,18512,8040
31,19032,18512,8040
