timestep,tpm,final_tpm,final_nopm
1,0,43483,18788
2,34278,43483,18788
3,54300,43483,18788
4,41598,43483,18788
5,25164,43483,18788
6,52578,43483,18788
7,34338,43483,18788
8,61248,43483,18788
9,43050,43483,18788
10,38844,43483,18788
11,58518,43483,18788
12,38952,43483,18788
13,43596,43483,18788
14,52590,43483,18788
15,40914,43483,18788
16,44040,43483,18788
17,54678,43483,18788
18,27588,43483,18788
19,59946,43483,18788
20,48288,43483,18788
21,29592,43483,18788
22,60474,43483,18788
23,37764,43483,18788
24,52698,43483,18788
25,52686,43483,18788
26,41814,43483,18788
27,45474,43483,18788
28,47580,43483,18788
29,28404,43483,18788
30,59244,43483,18788
31,43758,43483,18788
32,30504,43483,18788
33,47700,43483,18788
34,43146,43483,18788
35,52008,43483,18788
36,42630,43483,18788
37,35082,43483,18788
38,55698,43483,18788
39,47340,43483,18788
40,31866,43483,18788
41,54834,43483,18788
42,43914,43483,18788
43,33126,43483,18788
44,59880,43483,18788
45,42894,43483,18788
46,38310,43483,18788
47,62658,43483,18788
48,31062,43483,18788
49,46644,43483,18788
50,41598,43483,18788
51,34146,43483,18788
52,61176,43483,18788
53,27828,43483,18788
54,41664,43483,18788
55,45636,43483,18788
56,35946,43483,18788
57,59826,43483,18788
58,37992,43483,18788
59,36006,43483,18788
60,59658,43483,18788
61,21534,43483,18788
62,56172,43483,18788
