timestep,tpm,final_tpm,final_nopm
1,0,26028,11439
2,27138,26028,11439
3,29334,26028,11439
4,21498,26028,11439
5,26604,26028,11439
6,29082,26028,11439
7,23664,26028,11439
8,27342,26028,11439
9,30288,26028,11439
10,26064,26028,11439
11,25068,26028,11439
12,23328,26028,11439
13,23340,26028,11439
14,23010,26028,11439
15,30336,26028,11439
16,23712,26028,11439
17,27576,26028,11439
18,26586,26028,11439
19,27576,26028,11439
20,26220,26028,11439
21,26184,26028,11439
22,32580,26028,11439
23,21396,26028,11439
24,23820,26028,11439
25,27414,26028,11439
26,24648,26028,11439
27,23640,26028,11439
28,29112,26028,11439
29,22464,26028,11439
30,30216,26028,11439
31,26838,26028,11439
32,24366,26028,11439
33,17448,26028,11439
34,27366,26028,11439
35,23256,26028,11439
36,30654,26028,11439
37,27978,26028,11439
38,30774,26028,11439
39,23112,26028,11439
40,27906,26028,11439
41,23814,26028,11439
42,22086,26028,11439
43,27012,26028,11439
44,24264,26028,11439
45,28998,26028,11439
46,24336,26028,11439
47,29040,26028,11439
48,24114,26028,11439
49,26556,26028,11439
50,27366,26028,11439
51,26694,26028,11439
52,28098,26028,11439
53,22626,26028,11439
54,28608,26028,11439
55,29508,26028,11439
56,27990,26028,11439
57,24858,26028,11439
58,26898,26028,11439
59,24330,26028,11439
60,25440,26028,11439
61,28362,26028,11439
62,20694,26028,11439
63,25830,26028,11439
64,24828,26028,11439
