timestep,tpm,final_tpm,final_nopm
1,0,87918,37768
2,111894,87918,37768
3,97764,87918,37768
4,77034,87918,37768
5,79758,87918,37768
6,78126,87918,37768
7,70620,87918,37768
8,81252,87918,37768
9,82722,87918,37768
10,79590,87918,37768
11,85386,87918,37768
12,82500,87918,37768
13,84744,87918,37768
14,85740,87918,37768
15,85848,87918,37768
16,87000,87918,37768
17,84648,87918,37768
18,88626,87918,37768
19,89454,87918,37768
20,89910,87918,37768
21,88380,87918,37768
22,93258,87918,37768
23,87810,87918,37768
24,87666,87918,37768
25,90936,87918,37768
26,94692,87918,37768
27,86832,87918,37768
28,81648,87918,37768
29,95514,87918,37768
30,88668,87918,37768
31,82122,87918,37768
