timestep,tpm,final_tpm,final_nopm
1,0,17670,7601
2,19650,17670,7601
3,19188,17670,7601
4,17328,17670,7601
5,16476,17670,7601
6,20442,17670,7601
7,18756,17670,7601
8,18702,17670,7601
9,15972,17670,7601
10,19476,17670,7601
11,20634,17670,7601
12,17292,17670,7601
13,18000,17670,7601
14,19056,17670,7601
15,18114,17670,7601
16,19560,17670,7601
17,17508,17670,7601
18,10680,17670,7601
19,11220,17670,7601
20,16698,17670,7601
21,19290,17670,7601
22,19062,17670,7601
23,18900,17670,7601
24,18198,17670,7601
25,18714,17670,7601
26,19176,17670,7601
27,16236,17670,7601
28,20460,17670,7601
29,18624,17670,7601
30,18162,17670,7601
31,20010,17670,7601
