timestep,tpm,final_tpm,final_nopm
1,0,26464,11665
2,15726,26464,11665
3,28470,26464,11665
4,28734,26464,11665
5,26700,26464,11665
6,23442,26464,11665
7,32082,26464,11665
8,24912,26464,11665
9,25500,26464,11665
10,25752,26464,11665
11,26670,26464,11665
12,22884,26464,11665
13,33444,26464,11665
14,26364,26464,11665
15,26418,26464,11665
16,31926,26464,11665
17,23598,26464,11665
18,34890,26464,11665
19,22848,26464,11665
20,29922,26464,11665
21,28932,26464,11665
22,28440,26464,11665
23,27372,26464,11665
24,18642,26464,11665
25,28890,26464,11665
26,31110,26464,11665
27,26880,26464,11665
28,30042,26464,11665
29,29736,26464,11665
30,30774,26464,11665
31,16176,26464,11665
32,22494,26464,11665
33,14142,26464,11665
34,30816,26464,11665
35,35094,26464,11665
36,25650,26464,11665
37,25020,26464,11665
38,31434,26464,11665
39,24690,26464,11665
40,25938,26464,11665
41,29988,26464,11665
42,26676,26464,11665
43,27846,26464,11665
44,27576,26464,11665
45,27744,26464,11665
46,19836,26464,11665
47,24810,26464,11665
48,34188,26464,11665
49,27522,26464,11665
50,26766,26464,11665
51,28200,26464,11665
52,28260,26464,11665
53,25476,26464,11665
54,21594,26464,11665
55,31896,26464,11665
56,31590,26464,11665
57,24564,26464,11665
58,27024,26464,11665
59,28812,26464,11665
60,26970,26464,11665
61,25626,26464,11665
62,24846,26464,11665
63,22158,26464,11665
