timestep,tpm,final_tpm,final_nopm
1,0,153611,67055
2,67968,153611,67055
3,122754,153611,67055
4,129084,153611,67055
5,161556,153611,67055
6,152796,153611,67055
7,157842,153611,67055
8,96072,153611,67055
9,102726,153611,67055
10,128124,153611,67055
11,146328,153611,67055
12,122958,153611,67055
13,177864,153611,67055
14,146880,153611,67055
15,180492,153611,67055
16,204960,153611,67055
17,164646,153611,67055
18,122748,153611,67055
19,129318,153611,67055
20,118392,153611,67055
21,137826,153611,67055
22,141684,153611,67055
23,204354,153611,67055
24,187374,153611,67055
25,196482,153611,67055
26,147660,153611,67055
27,162756,153611,67055
28,187830,153611,67055
29,104736,153611,67055
30,90714,153611,67055
31,141846,153611,67055
32,172656,153611,67055
