timestep,tpm,final_tpm,final_nopm
1,0,178324,77345
2,84888,178324,77345
3,227886,178324,77345
4,269232,178324,77345
5,261450,178324,77345
6,247836,178324,77345
7,253848,178324,77345
8,265854,178324,77345
9,194952,178324,77345
10,208260,178324,77345
11,207696,178324,77345
12,204912,178324,77345
13,199260,178324,77345
14,154764,178324,77345
15,136410,178324,77345
16,165378,178324,77345
17,152358,178324,77345
18,149736,178324,77345
19,223992,178324,77345
20,198756,178324,77345
21,204618,178324,77345
22,218706,178324,77345
23,158478,178324,77345
24,129444,178324,77345
25,157470,178324,77345
26,190650,178324,77345
27,166848,178324,77345
28,223890,178324,77345
29,209694,178324,77345
30,227292,178324,77345
31,154098,178324,77345
32,134478,178324,77345
33,237024,178324,77345
