timestep,tpm,final_tpm,final_nopm
1,0,191617,83094
2,127950,191617,83094
3,199842,191617,83094
4,159462,191617,83094
5,204168,191617,83094
6,125166,191617,83094
7,166206,191617,83094
8,197406,191617,83094
9,203148,191617,83094
10,116124,191617,83094
11,212166,191617,83094
12,143598,191617,83094
13,213078,191617,83094
14,268158,191617,83094
15,157920,191617,83094
16,162432,191617,83094
17,156078,191617,83094
18,258114,191617,83094
19,276384,191617,83094
20,170364,191617,83094
21,159168,191617,83094
22,120048,191617,83094
23,211992,191617,83094
24,227340,191617,83094
25,207450,191617,83094
26,203286,191617,83094
27,131652,191617,83094
28,193908,191617,83094
29,183600,191617,83094
30,131238,191617,83094
31,241296,191617,83094
32,261216,191617,83094
