timestep,tpm,final_tpm,final_nopm
1,0,229245,99857
2,110082,229245,99857
3,303462,229245,99857
4,281250,229245,99857
5,190572,229245,99857
6,237174,229245,99857
7,253314,229245,99857
8,282432,229245,99857
9,258090,229245,99857
10,277686,229245,99857
11,258960,229245,99857
12,171780,229245,99857
13,143178,229245,99857
14,231108,229245,99857
15,256926,229245,99857
16,225360,229245,99857
17,298830,229245,99857
18,298500,229245,99857
19,173898,229245,99857
20,181116,229245,99857
21,197388,229245,99857
22,208626,229245,99857
23,255048,229245,99857
24,224286,229245,99857
25,207654,229245,99857
26,192036,229245,99857
27,221124,229245,99857
28,215172,229245,99857
29,245112,229245,99857
30,234042,229245,99857
31,280308,229245,99857
32,185694,229245,99857
33,198474,229245,99857
