timestep,tpm,final_tpm,final_nopm
1,0,199851,87036
2,75222,199851,87036
3,163296,199851,87036
4,235596,199851,87036
5,243810,199851,87036
6,214902,199851,87036
7,208944,199851,87036
8,249264,199851,87036
9,184068,199851,87036
10,196944,199851,87036
11,192240,199851,87036
12,268770,199851,87036
13,232314,199851,87036
14,234954,199851,87036
15,239244,199851,87036
16,234468,199851,87036
17,241344,199851,87036
18,102510,199851,87036
19,122946,199851,87036
20,191022,199851,87036
21,170058,199851,87036
22,171996,199851,87036
23,230910,199851,87036
24,253470,199851,87036
25,140034,199851,87036
26,253884,199851,87036
27,136950,199851,87036
28,162762,199851,87036
29,218454,199851,87036
30,245610,199851,87036
31,257064,199851,87036
