timestep,tpm,final_tpm,final_nopm
1,0,238967,103720
2,103626,238967,103720
3,169482,238967,103720
4,173766,238967,103720
5,160992,238967,103720
6,218976,238967,103720
7,193092,238967,103720
8,231216,238967,103720
9,195654,238967,103720
10,196692,238967,103720
11,197598,238967,103720
12,209742,238967,103720
13,246930,238967,103720
14,288798,238967,103720
15,305364,238967,103720
16,210378,238967,103720
17,233406,238967,103720
18,235200,238967,103720
19,270792,238967,103720
20,267540,238967,103720
21,250260,238967,103720
22,199062,238967,103720
23,189570,238967,103720
24,243996,238967,103720
25,232134,238967,103720
26,245502,238967,103720
27,295944,238967,103720
28,233382,238967,103720
29,187554,238967,103720
30,205134,238967,103720
31,218082,238967,103720
32,245736,238967,103720
