timestep,tpm,final_tpm,final_nopm
1,0,197379,85785
2,59178,197379,85785
3,160848,197379,85785
4,168636,197379,85785
5,147132,197379,85785
6,201876,197379,85785
7,172302,197379,85785
8,192270,197379,85785
9,227652,197379,85785
10,272652,197379,85785
11,185658,197379,85785
12,145446,197379,85785
13,168288,197379,85785
14,193380,197379,85785
15,264984,197379,85785
16,238536,197379,85785
17,238128,197379,85785
18,259758,197379,85785
19,166386,197379,85785
20,180738,197379,85785
21,159834,197379,85785
22,224562,197379,85785
23,165024,197379,85785
24,189714,197379,85785
25,199182,197379,85785
26,225618,197379,85785
27,165906,197379,85785
28,154734,197379,85785
29,156618,197379,85785
30,180984,197379,85785
31,191478,197379,85785
32,148518,197379,85785
