timestep,tpm,final_tpm,final_nopm
1,0,346088,150554
2,134070,346088,150554
3,340314,346088,150554
4,392418,346088,150554
5,254850,346088,150554
6,273714,346088,150554
7,388182,346088,150554
8,415026,346088,150554
9,405012,346088,150554
10,486474,346088,150554
11,277242,346088,150554
12,358128,346088,150554
13,341190,346088,150554
14,440454,346088,150554
15,483042,346088,150554
16,443820,346088,150554
17,297282,346088,150554
18,279534,346088,150554
19,360756,346088,150554
20,379368,346088,150554
21,339876,346088,150554
22,301776,346088,150554
23,252102,346088,150554
24,399576,346088,150554
25,318780,346088,150554
26,275838,346088,150554
27,322122,346088,150554
28,300768,346088,150554
29,354300,346088,150554
30,355446,346088,150554
31,330336,346088,150554
