timestep,tpm,final_tpm,final_nopm
1,0,195007,84731
2,62604,195007,84731
3,173406,195007,84731
4,183570,195007,84731
5,165498,195007,84731
6,200292,195007,84731
7,200274,195007,84731
8,243006,195007,84731
9,184998,195007,84731
10,162606,195007,84731
11,95904,195007,84731
12,160728,195007,84731
13,257658,195007,84731
14,234822,195007,84731
15,196578,195007,84731
16,257208,195007,84731
17,224430,195007,84731
18,168822,195007,84731
19,156930,195007,84731
20,170382,195007,84731
21,201546,195007,84731
22,228936,195007,84731
23,216438,195007,84731
24,224730,195007,84731
25,226344,195007,84731
26,156006,195007,84731
27,161166,195007,84731
28,164052,195007,84731
29,155436,195007,84731
30,190524,195007,84731
31,181866,195007,84731
32,179178,195007,84731
