timestep,tpm,final_tpm,final_nopm
1,0,191595,83138
2,69210,191595,83138
3,217614,191595,83138
4,203334,191595,83138
5,290448,191595,83138
6,213270,191595,83138
7,295230,191595,83138
8,274236,191595,83138
9,298332,191595,83138
10,241824,191595,83138
11,154404,191595,83138
12,207996,191595,83138
13,151770,191595,83138
14,199032,191595,83138
15,222072,191595,83138
16,208020,191595,83138
17,194214,191595,83138
18,264366,191595,83138
19,101550,191595,83138
20,178092,191595,83138
21,159882,191595,83138
22,171582,191595,83138
23,212502,191595,83138
24,200370,191595,83138
25,190818,191595,83138
26,236448,191595,83138
27,258852,191595,83138
28,272424,191595,83138
29,84204,191595,83138
30,177606,191595,83138
31,129162,191595,83138
32,184620,191595,83138
