timestep,tpm,final_tpm,final_nopm
1,0,160646,70096
2,77100,160646,70096
3,149136,160646,70096
4,132600,160646,70096
5,120234,160646,70096
6,121380,160646,70096
7,113304,160646,70096
8,162942,160646,70096
9,195030,160646,70096
10,186726,160646,70096
11,175458,160646,70096
12,148110,160646,70096
13,148350,160646,70096
14,117912,160646,70096
15,137262,160646,70096
16,193044,160646,70096
17,155424,160646,70096
18,179040,160646,70096
19,152112,160646,70096
20,153708,160646,70096
21,131460,160646,70096
22,225996,160646,70096
23,160824,160646,70096
24,113658,160646,70096
25,133578,160646,70096
26,117150,160646,70096
27,175710,160646,70096
28,200298,160646,70096
29,159816,160646,70096
30,158790,160646,70096
31,240510,160646,70096
32,185262,160646,70096
