filename,test_id,test_name,final_tpm,final_nopm,num_timesteps,tpm_values
pg_vu20_wh5_mc200_sb256MB_wb8_run1.log,5,I/O Test,153770,67017,31,"[0, 185442, 182796, 198450, 184746, 209286, 201336, 219288, 182100, 162300, 176790, 119856, 135924, 132660, 139656, 160914, 170856, 219336, 172668, 104490, 152352, 208128, 164046, 167334, 193068, 213120, 83490, 111774, 111954, 149730, 166242]"
pg_vu20_wh5_mc200_sb256MB_wb8_run2.log,5,I/O Test,127469,55617,31,"[0, 131748, 160170, 169680, 124428, 119376, 106620, 90936, 79926, 81768, 72978, 88764, 114954, 137616, 168954, 104634, 140580, 173286, 146622, 102360, 74106, 118416, 163680, 144438, 123462, 155958, 113736, 104490, 122880, 123612, 82758]"
pg_vu50_wh20_mc500_sb2GB_wb64_run1.log,4,Max CPU,52345,22617,33,"[0, 194694, 132054, 131676, 143322, 152712, 167274, 98406, 21432, 49968, 33252, 35226, 151986, 31422, 79452, 43758, 72960, 32838, 31470, 84288, 53856, 45738, 46788, 63978, 55080, 37506, 55188, 32088, 29628, 108918, 35934, 31146, 72570]"
pg_vu50_wh20_mc500_sb2GB_wb64_run2.log,4,Max CPU,55424,24080,33,"[0, 98886, 72672, 125178, 36006, 28920, 71592, 45888, 90936, 33582, 33426, 81096, 36858, 67818, 53790, 28926, 62502, 50088, 38142, 78522, 41100, 101286, 32124, 68208, 62142, 79722, 33072, 37764, 61926, 34956, 68178, 28956, 69702]"
pg_vu10_wh10_mc200_sb2GB_wb64_run1.log,6,Memory,140077,60557,31,"[0, 234846, 265254, 154830, 113244, 211050, 213912, 194238, 198126, 151242, 123018, 125814, 74370, 156654, 164130, 199362, 182268, 198042, 169134, 68892, 224274, 199434, 185916, 128754, 85398, 79134, 100938, 33708, 83208, 150792, 115992]"
pg_vu20_wh20_mc500_sb1GB_wb32_run1.log,3,Large,40652,17621,32,"[0, 110958, 49596, 23772, 62940, 28176, 90186, 24972, 35862, 121752, 32604, 85242, 32334, 90348, 41958, 29208, 67020, 24522, 38190, 34596, 25914, 54168, 30120, 63300, 41682, 16572, 22146, 50838, 13428, 53898, 34608, 39078]"
pg_vu10_wh10_mc200_sb2GB_wb64_run2.log,6,Memory,91863,39941,31,"[0, 165924, 104460, 29898, 107502, 51960, 58764, 126972, 85050, 107064, 96018, 78738, 73662, 76692, 57192, 61584, 60744, 113244, 67866, 122898, 119748, 153612, 100542, 62712, 117186, 73572, 80430, 67122, 136506, 87948, 105138]"
pg_vu20_wh20_mc500_sb1GB_wb32_run2.log,3,Large,50961,22165,32,"[0, 45408, 76104, 59802, 28146, 118800, 29310, 57366, 109896, 27624, 47604, 88002, 37428, 52800, 17748, 26994, 78648, 29970, 45324, 52350, 20670, 88656, 19650, 28602, 68580, 44466, 137544, 19374, 38946, 116412, 30570, 47256]"
pg_vu10_wh10_mc200_sb512MB_wb16_run2.log,2,Medium,96247,41630,31,"[0, 65460, 116766, 113652, 49626, 111192, 88734, 148056, 90030, 161856, 150744, 191886, 129942, 47868, 41148, 65928, 101874, 130872, 159558, 166062, 186018, 137172, 144720, 27696, 64104, 83070, 98868, 47982, 75288, 109104, 48252]"
pg_vu5_wh20_mc100_sb128MB_wb8_run1.log,7,Latency,69809,30076,31,"[0, 207144, 175110, 189522, 65370, 126678, 172800, 150240, 158574, 158532, 136932, 91374, 92022, 72402, 45594, 97776, 135648, 139770, 114306, 139548, 102492, 124368, 107094, 76494, 69540, 7380, 2502, 2820, 2166, 3576, 2424]"
pg_vu10_wh10_mc200_sb512MB_wb16_run1.log,2,Medium,107123,46720,31,"[0, 253032, 254346, 242136, 213810, 138288, 188502, 190734, 169656, 77484, 100536, 158796, 115800, 158520, 201816, 100950, 167460, 85764, 114186, 33630, 121218, 114666, 143748, 58812, 85992, 149598, 112680, 39186, 104718, 75942, 72774]"
pg_vu5_wh20_mc100_sb128MB_wb8_run2.log,7,Latency,77530,33709,31,"[0, 153774, 111702, 143874, 96540, 116346, 134166, 105252, 97224, 71094, 73104, 87882, 48750, 53916, 54732, 55938, 42546, 66498, 47214, 72108, 75228, 101910, 85902, 105876, 112290, 79584, 106668, 70644, 69408, 115782, 90882]"
