filename,test_id,test_name,final_tpm,final_nopm,num_timesteps,tpm_values
tpcc_vu50_wh20_mc500_bp4G_lb64_run4.log,45,Max CPU5 - Best MariaDB,103853,44871,32,"[0, 68238, 104814, 107502, 101730, 101778, 96918, 104616, 106224, 105990, 99990, 99462, 100284, 101904, 109410, 101586, 90288, 104226, 105720, 107076, 103698, 108708, 99108, 104976, 109614, 100200, 103734, 95790, 116352, 106074, 103014, 93912]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run3.log,4,Max CPU,112046,48198,32,"[0, 69288, 106884, 114612, 123570, 111054, 97176, 113952, 99066, 102546, 115770, 109104, 92412, 112866, 109470, 117378, 114030, 106776, 116832, 120936, 99744, 113838, 113640, 107202, 116670, 118812, 101232, 106794, 120582, 110712, 112284, 110244]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run2.log,4,Max CPU,112120,48272,32,"[0, 78276, 112224, 118716, 110682, 106224, 114498, 105930, 118890, 121896, 118008, 113124, 110790, 119172, 118968, 95094, 115632, 107508, 110340, 116472, 116784, 105012, 94848, 118548, 121422, 126024, 107634, 100728, 119664, 116034, 109536, 95934]"
tpcc_vu50_wh20_mc500_bp4G_lb64_run5.log,45,Max CPU5 - Best MariaDB,101041,43409,32,"[0, 62280, 97914, 110832, 105726, 116484, 118092, 103056, 93912, 118356, 119562, 97890, 108018, 99324, 99174, 101016, 106344, 102984, 95838, 99546, 109596, 95682, 108768, 104760, 101928, 98538, 99618, 99816, 107856, 90498, 98550, 101106]"
tpcc_vu50_wh50_mc500_bp2G_lb64_run4.log,41,Max CPU1 - Best MariaDB,104766,45058,31,"[0, 68142, 112470, 106746, 96336, 114732, 105354, 112050, 125388, 102054, 107070, 108540, 111774, 93024, 106650, 104574, 104406, 112476, 106872, 109158, 92046, 99912, 101484, 114234, 111864, 106548, 97746, 108906, 93054, 114108, 111570]"
tpcc_vu50_wh50_mc500_bp2G_lb64_run5.log,41,Max CPU1 - Best MariaDB,102709,44212,32,"[0, 56406, 95694, 101436, 111090, 107586, 105324, 100476, 104166, 94596, 109422, 107802, 100782, 104622, 93756, 102528, 114180, 97536, 97404, 106176, 92148, 101034, 107886, 106770, 96378, 105852, 109620, 105048, 101112, 111234, 97632, 90588]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run1.log,4,Max CPU,109961,47285,32,"[0, 62190, 114840, 108090, 116946, 118908, 113994, 103344, 112212, 112362, 103590, 112572, 114078, 96492, 104970, 112926, 105840, 116484, 106668, 103380, 114978, 117828, 101298, 117156, 106698, 102402, 116634, 106014, 102696, 125730, 124098, 109770]"
tpcc_vu50_wh20_mc500_bp4G_lb64_run2.log,45,Max CPU5 - Best MariaDB,120357,51787,32,"[0, 71508, 116298, 119280, 126960, 126942, 113382, 124884, 121992, 117042, 122796, 121980, 117348, 127386, 118020, 123462, 124416, 117372, 116190, 123774, 122082, 112998, 127662, 118248, 119136, 116376, 122142, 126600, 115188, 119652, 118200, 101406]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run5.log,4,Max CPU,105553,45334,31,"[0, 64698, 102162, 110562, 104814, 106770, 110706, 113388, 89928, 110034, 114672, 81324, 99852, 110844, 100146, 102000, 107448, 95442, 107460, 111066, 98196, 103032, 111234, 104682, 106320, 111150, 106302, 108000, 113298, 98232, 107376]"
tpcc_vu50_wh50_mc500_bp2G_lb64_run1.log,41,Max CPU1 - Best MariaDB,104741,45181,32,"[0, 43758, 89940, 96696, 77652, 100506, 96324, 105342, 103920, 108276, 121770, 107574, 100224, 107262, 96426, 106140, 111732, 107220, 96876, 112344, 105864, 93222, 111522, 111582, 93174, 113832, 104646, 95394, 113232, 110352, 93978, 107808]"
tpcc_vu50_wh20_mc500_bp2G_lb64_run4.log,4,Max CPU,109404,47180,31,"[0, 67188, 117594, 116658, 110880, 114444, 108642, 114600, 114018, 111996, 101130, 93756, 109476, 112176, 104526, 111336, 118866, 99426, 106332, 109404, 119970, 114276, 106920, 111258, 104376, 112212, 117012, 107274, 108288, 96480, 111780]"
