filename,test_id,test_name,final_tpm,final_nopm,num_timesteps,tpm_values
tpcc_vu50_wh20_mc500_bp4G_lb64_run3.log,45,Max CPU5 - Best MariaDB,106927,45981,32,"[0, 59112, 94956, 113880, 113532, 107700, 125130, 122880, 118086, 108816, 107046, 98256, 122838, 104424, 102996, 107574, 108816, 104904, 112020, 101946, 95460, 110322, 106422, 97194, 102318, 105690, 102408, 115704, 125556, 104550, 117990, 90090]"
tpcc_vu50_wh20_mc500_bp4G_lb64_run1.log,45,Max CPU5 - Best MariaDB,115020,49515,32,"[0, 57402, 114606, 115200, 99210, 113124, 113082, 110508, 113418, 118590, 108840, 111012, 119994, 109446, 107070, 122136, 114114, 110880, 120666, 114222, 112308, 123180, 121662, 103698, 123960, 114282, 105468, 116706, 118176, 116844, 118380, 104196]"
tpcc_vu50_wh50_mc500_bp2G_lb64_run2.log,41,Max CPU1 - Best MariaDB,108584,46660,32,"[0, 64014, 103998, 103266, 112626, 113892, 104040, 113484, 111012, 105990, 106914, 108102, 107178, 106200, 114900, 106212, 90594, 114558, 109458, 102720, 112260, 107802, 125004, 114432, 113958, 111198, 114792, 95730, 101052, 112572, 103746, 97038]"
tpcc_vu50_wh50_mc500_bp2G_lb64_run3.log,41,Max CPU1 - Best MariaDB,108396,46777,32,"[0, 64236, 97854, 107376, 113100, 104280, 109872, 110022, 120360, 120084, 113826, 102864, 95412, 111180, 102834, 116634, 107616, 109590, 122154, 126366, 111774, 100902, 106728, 104346, 104400, 98196, 101142, 105162, 115098, 105222, 102762, 97740]"
tpcc_vu50_wh30_mc500_bp2G_lb128_run5.log,46,Max CPU6 - Best MariaDB,115036,49456,32,"[0, 69624, 105936, 120954, 110712, 116412, 110556, 110196, 117918, 117630, 110712, 118056, 102876, 106668, 123132, 117036, 103302, 119712, 115002, 99384, 125358, 120894, 108708, 122718, 107652, 108186, 105540, 113724, 124110, 129384, 123108, 105600]"
tpcc_vu100_wh20_mc500_bp2G_lb64_run5.log,44,Max CPU4 - Best MariaDB,99249,42707,33,"[0, 63906, 101610, 98868, 106434, 101724, 95904, 103848, 111150, 100458, 102462, 98610, 92484, 102120, 98640, 99102, 113730, 109902, 98220, 98712, 100968, 100206, 97374, 93054, 96126, 99804, 97980, 100608, 91392, 94962, 95694, 86742, 102816]"
tpcc_vu100_wh20_mc500_bp2G_lb64_run4.log,44,Max CPU4 - Best MariaDB,97750,42138,33,"[0, 70104, 105492, 95796, 114678, 105420, 103266, 106416, 90198, 92844, 91032, 108012, 104874, 94992, 103992, 97854, 97866, 98346, 92748, 107034, 89394, 93210, 104502, 88410, 99438, 101508, 103524, 94920, 104640, 92766, 97878, 104238, 97290]"
tpcc_vu50_wh30_mc500_bp2G_lb128_run4.log,46,Max CPU6 - Best MariaDB,109528,47038,32,"[0, 72258, 107622, 120984, 119556, 119556, 122688, 121668, 100746, 115566, 117072, 101220, 111084, 110274, 105102, 110904, 111288, 106500, 116238, 113520, 102252, 108672, 109056, 109986, 111678, 115518, 109926, 99828, 115422, 112800, 103896, 112134]"
tpcc_vu50_wh100_mc500_bp2G_lb64_run5.log,42,Max CPU2 - Best MariaDB,109749,47291,32,"[0, 48852, 114222, 117990, 103296, 113208, 107592, 108096, 118800, 121944, 116538, 111750, 113082, 112410, 108192, 109716, 111678, 110796, 106950, 102810, 112854, 113190, 112788, 111096, 114540, 110928, 101046, 116040, 112950, 99402, 110958, 102702]"
tpcc_vu50_wh100_mc500_bp2G_lb64_run4.log,42,Max CPU2 - Best MariaDB,112722,48661,32,"[0, 64890, 115926, 120240, 92502, 125478, 120798, 111426, 116010, 110646, 107484, 110970, 121506, 113274, 111894, 116190, 111942, 108822, 118188, 117552, 105060, 118056, 104760, 101628, 114372, 131064, 119646, 101634, 118506, 116046, 101658, 107064]"
tpcc_vu100_wh20_mc500_bp2G_lb64_run3.log,44,Max CPU4 - Best MariaDB,99444,42807,33,"[0, 52878, 102276, 103896, 102108, 104028, 100890, 97416, 104124, 101682, 97392, 104562, 98796, 93894, 97704, 101838, 99732, 107880, 103512, 101634, 101892, 103338, 91740, 100968, 100926, 92958, 97932, 98340, 95628, 103236, 98772, 99774, 96990]"
tpcc_vu50_wh30_mc500_bp2G_lb128_run3.log,46,Max CPU6 - Best MariaDB,112245,48459,32,"[0, 69072, 104580, 122214, 122514, 101538, 118452, 106314, 106416, 113604, 114708, 114978, 102870, 119016, 107154, 109848, 120378, 108558, 114432, 110046, 113574, 109290, 116046, 107514, 113940, 117564, 119766, 107430, 116412, 102456, 109080, 108096]"
tpcc_vu50_wh100_mc500_bp2G_lb64_run1.log,42,Max CPU2 - Best MariaDB,117763,50643,32,"[0, 62844, 93936, 112680, 113736, 115278, 117384, 110034, 123894, 118884, 111924, 116250, 126852, 114354, 120534, 125064, 114090, 118092, 124806, 110478, 127662, 125184, 111138, 107826, 120948, 119772, 109494, 117420, 120468, 113328, 120342, 125682]"
tpcc_vu50_wh30_mc500_bp2G_lb128_run2.log,46,Max CPU6 - Best MariaDB,116453,50230,32,"[0, 70902, 111930, 110034, 121416, 116886, 110046, 114732, 112038, 111336, 114870, 118728, 116088, 109338, 115740, 117852, 111192, 119190, 111882, 117672, 112074, 123186, 119796, 116514, 120996, 116700, 113016, 119016, 112530, 121458, 119334, 113736]"
tpcc_vu100_wh20_mc500_bp2G_lb64_run2.log,44,Max CPU4 - Best MariaDB,101952,43866,32,"[0, 49380, 106374, 110346, 103170, 113340, 107562, 96408, 105240, 106932, 97320, 106350, 99546, 96018, 106656, 107808, 98952, 106224, 101700, 94890, 104430, 106452, 101982, 107742, 102228, 98574, 98802, 104016, 97098, 99732, 104538, 102108]"
tpcc_vu50_wh100_mc500_bp2G_lb64_run3.log,42,Max CPU2 - Best MariaDB,113751,48866,32,"[0, 68472, 111198, 124446, 115956, 108600, 115320, 115398, 110712, 122514, 114252, 117984, 129642, 116100, 115044, 118560, 116304, 107592, 118434, 104520, 104532, 120084, 122874, 106830, 115500, 120168, 103032, 121002, 117480, 107838, 114522, 117546]"
tpcc_vu50_wh100_mc500_bp2G_lb64_run2.log,42,Max CPU2 - Best MariaDB,115706,49843,32,"[0, 61344, 111696, 107532, 117474, 129510, 109206, 125478, 112770, 113418, 122568, 123210, 104694, 123504, 117876, 105384, 122478, 121620, 100224, 115272, 104778, 114948, 122988, 120084, 117270, 104640, 115596, 124086, 117042, 118296, 120102, 108804]"
tpcc_vu100_wh20_mc500_bp2G_lb64_run1.log,44,Max CPU4 - Best MariaDB,110864,47672,32,"[0, 63294, 102030, 106950, 111900, 105828, 103746, 111456, 105732, 109032, 106176, 108492, 95598, 107760, 113814, 111198, 110370, 109218, 103488, 112308, 110904, 103728, 111528, 120834, 120894, 115992, 109788, 99660, 115854, 118128, 101322, 112008]"
tpcc_vu50_wh30_mc500_bp2G_lb128_run1.log,46,Max CPU6 - Best MariaDB,119719,51535,32,"[0, 72822, 126390, 123288, 135012, 115350, 129762, 130176, 125922, 125862, 122160, 123636, 125202, 124644, 127740, 112494, 120420, 121230, 112686, 125580, 130236, 129174, 129924, 117216, 105582, 123408, 120078, 110046, 115752, 116838, 113862, 107808]"
tpcc_vu60_wh20_mc500_bp2G_lb64_run1.log,43,Max CPU3 - Best MariaDB,119122,51305,32,"[0, 66216, 77952, 109104, 122472, 119184, 116796, 131676, 128340, 111402, 117132, 122856, 103458, 122496, 123162, 113346, 121788, 119862, 111648, 114102, 127572, 118062, 109152, 120210, 118326, 114936, 123396, 111018, 126684, 124902, 125484, 110040]"
tpcc_vu60_wh20_mc500_bp2G_lb64_run2.log,43,Max CPU3 - Best MariaDB,116087,50181,32,"[0, 62658, 124404, 121626, 110802, 118212, 118950, 114390, 105684, 113934, 116130, 115878, 121830, 120180, 117306, 121356, 120306, 104568, 104232, 125262, 112122, 119088, 119256, 114168, 118824, 115758, 111606, 122124, 116700, 110346, 118434, 96264]"
tpcc_vu60_wh20_mc500_bp2G_lb64_run3.log,43,Max CPU3 - Best MariaDB,113730,49076,32,"[0, 72558, 133314, 125610, 121422, 117336, 115410, 123198, 116160, 99936, 115242, 110838, 111870, 116382, 112110, 116652, 107046, 109056, 118158, 116502, 112758, 112914, 113424, 110664, 121410, 120888, 108504, 120054, 107736, 109002, 116604, 118314]"
tpcc_vu60_wh20_mc500_bp2G_lb64_run4.log,43,Max CPU3 - Best MariaDB,112197,48309,32,"[0, 70512, 120702, 111576, 120774, 113292, 103338, 112272, 114546, 97914, 119406, 114702, 116994, 124830, 118062, 104586, 118056, 114246, 107436, 113496, 112278, 103938, 112878, 120576, 102978, 115188, 111072, 114696, 102210, 114558, 111594, 116076]"
tpcc_vu60_wh20_mc500_bp2G_lb64_run5.log,43,Max CPU3 - Best MariaDB,107141,46000,32,"[0, 65634, 126078, 109770, 115584, 111576, 117954, 112122, 102372, 109116, 114264, 105528, 116418, 114816, 100734, 118164, 100350, 103860, 111756, 114834, 102372, 106068, 113610, 86910, 113850, 122112, 104718, 103290, 113112, 111036, 90864, 111378]"
