timestep,tpm,final_tpm,final_nopm
1,0,40652,17621
2,110958,40652,17621
3,49596,40652,17621
4,23772,40652,17621
5,62940,40652,17621
6,28176,40652,17621
7,90186,40652,17621
8,24972,40652,17621
9,35862,40652,17621
10,121752,40652,17621
11,32604,40652,17621
12,85242,40652,17621
13,32334,40652,17621
14,90348,40652,17621
15,41958,40652,17621
16,29208,40652,17621
17,67020,40652,17621
18,24522,40652,17621
19,38190,40652,17621
20,34596,40652,17621
21,25914,40652,17621
22,54168,40652,17621
23,30120,40652,17621
24,63300,40652,17621
25,41682,40652,17621
26,16572,40652,17621
27,22146,40652,17621
28,50838,40652,17621
29,13428,40652,17621
30,53898,40652,17621
31,34608,40652,17621
32,39078,40652,17621
