timestep,tpm,final_tpm,final_nopm
1,0,69809,30076
2,207144,69809,30076
3,175110,69809,30076
4,189522,69809,30076
5,65370,69809,30076
6,126678,69809,30076
7,172800,69809,30076
8,150240,69809,30076
9,158574,69809,30076
10,158532,69809,30076
11,136932,69809,30076
12,91374,69809,30076
13,92022,69809,30076
14,72402,69809,30076
15,45594,69809,30076
16,97776,69809,30076
17,135648,69809,30076
18,139770,69809,30076
19,114306,69809,30076
20,139548,69809,30076
21,102492,69809,30076
22,124368,69809,30076
23,107094,69809,30076
24,76494,69809,30076
25,69540,69809,30076
26,7380,69809,30076
27,2502,69809,30076
28,2820,69809,30076
29,2166,69809,30076
30,3576,69809,30076
31,2424,69809,30076
